region,town,country,town_country,business name,physical address,phone number
rift valley,Kimilili,",Kenya","Kimilili, Kenya",Mar-ki Petroleum,Opposite Kimilili Police Station,0722 179 274
rift valley,Kiminini,",Kenya","Kiminini, Kenya",Global Tec Connections Ltd Kiminini,Along Kitale - Webuye Road County Council Building,0723 802 812
rift valley,Kiminini,",Kenya","Kiminini, Kenya",Zeding Enterprises M-Pesa,"Along Kiminini - Ndalu Road,Opposite Kiminini Primary School",0705 424 975
rift valley,Kimose,",Kenya","Kimose, Kenya",Fundi Shop,Along Nakuru - Marigat Highway,0726 995 498
rift valley,Kipkaren,",Kenya","Kipkaren, Kenya",Keiyo Coop,At Sirgoin Building,0726 829 011
rift valley,Kipsaraman,",Kenya","Kipsaraman, Kenya",Cherungu Shop,Kipsaraman Center,0720 000 018
rift valley,Kipsaina,",Kenya","Kipsaina, Kenya",Mwalimu Shop,Kipsaina Centre Off Kitale-Kapenguria Highway Next to Manager P. M-PESA Services,0729 872 929
rift valley,Kipsigak,",Kenya","Kipsigak, Kenya",Chrisswill Agencies Kipsigak,Kipsigak Shopping Centre Along Nandi Hills-Kapsabet Road,0714 512 611
rift valley,Kiptagich,",Kenya","Kiptagich, Kenya",Mondoywet Investment,Near Malimali Shop,0717 509 517
rift valley,"Kipkeikei,Kitale",",Kenya","Kipkeikei,Kitale, Kenya",Andrew Koech{Fuel Shop},"Off Kitale - Cherangany-Eldoret Road,Kipkeikei Centre opposite Kipkeikei Primary School",0724 109 959
rift valley,Kitale,",Kenya","Kitale, Kenya",Branded Communication Agency,Along Laini Moja Road After Total Petrol Station,0710 102 424
rift valley,Kitale,",Kenya","Kitale, Kenya",Peter Barasa Shop,"Lukhuna Market,Opposite St Augustine Lukhuna Girls Secondary School",0727 068 280
rift valley,Kitale,",Kenya","Kitale, Kenya",Simcom Accessories Kitale,"Along Railway Kenya Seed Road,Next to MRF Tyres",0720 131 606
rift valley,Kitale,",Kenya","Kitale, Kenya",Metro Electronics,Nyayo Market next to Khetia Supermarket stall no 19,0722 660 286
rift valley,Kitale,",Kenya","Kitale, Kenya",Moreah Zintech Communication Centre,"Kaptalamwa Shopping Centre, along Kitale - Kapyego Road.,Next to J.R.M General Hardshop and Hotel",0728 750 677
rift valley,Kitale,",Kenya","Kitale, Kenya",Beeps and Rings Mobile,"Laini Moja Street,Opposite Retail Market",0727 700 277
rift valley,Kitale,",Kenya","Kitale, Kenya",Weiwei Mpesa,"Along Lodwar-Kitale Highway,Chepareria Shopping Centre",0727 966 475
rift valley,Kitale,",Kenya","Kitale, Kenya",Davine Lemureng M-pesa,"Makutano Shopping Centre, Opposite Rafiki Hotel",0711 511 999
rift valley,Kitale,",Kenya","Kitale, Kenya",Pajen General Shop,Mumias Highway Opposite Kipetro Limited,0722 768 304
rift valley,Kitale,",Kenya","Kitale, Kenya",Fransally Retail Shop,Laini Moja Bus Stage,0724 100 278
rift valley,Kitale,",Kenya","Kitale, Kenya",Shamba Agro-Inputs Shop,"Penueli House,Maili Saba,Kitale,Along Eldoret Kitale Road",0722 804 150
rift valley,Kitale,",Kenya","Kitale, Kenya",Kipchorian Stores Maili Saba,Maili Saba Off Kitale - Kapenguria Road Opposite Kipsogon AIC Church,0726 965 837
rift valley,Kitale,",Kenya","Kitale, Kenya",Kipchorian Stores Maili Saba,Maili Saba Off Kitale - Kapenguria Road Opposite Kipsogon AIC Church,0726 965 837
rift valley,Kitale,",Kenya","Kitale, Kenya",Safaricom Retail Centre,Opposite Transmatt Supermarket,0729 675 763
rift valley,Kobere,",Kenya","Kobere, Kenya",Stage View Hotel,6 kilometers From Chemelil Factory,0710 524 512
rift valley,Koriema,",Kenya","Koriema, Kenya",Kondit Mpesa,"Along Kabarnet -Marigat Road, Kondit Building Near KCB",0724 399 155
rift valley,Lessos,",Kenya","Lessos, Kenya",Damatek Lessos,Lessos Centre,0721 309 525
rift valley,Litein,",Kenya","Litein, Kenya",Kass Fm - Litein,Next to Kopsito Building,0725 696 229
rift valley,Lugulu,",Kenya","Lugulu, Kenya",Lugulu Hospital Canteen,Lugulu Hospital,0722 736 773
rift valley,Lumut,",Kenya","Lumut, Kenya",Kazeto Kinyozi Lomut,"Along Kitale - Nakuru Road Opposite Rachan Stores, Next To Lomut posho Mill",0728 171 184
rift valley,Lumakanda,",Kenya","Lumakanda, Kenya",Metro Shop,Lumakanda Shopping Center Opposite Ebeneza Suppermarket,0712 891 741
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Mama Purity Shop,"Kanamkemer Junction,Oxfarm Road,Blacky Building",0703 760 733
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Timina Bahati Bookshop,"Along California Street,Opposite Hassan Residential Buildings",0726 295 453
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Kilimanjaro Supermarket,Lodwar Town,0716 062 646
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Green Angel Shop,"Along Cathedral Street, Opposite Mt.Kenya Universty Lodwar Centre",0713 073 912
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Base 3 Wine & Spirits,"Along Turkwel Street, Next To Hossana Radio Offices",0700 472 060
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Davy Tailoring Centre,"Lokichar town, Along lodwar Highway Near Emirates Stadium Video",0725 076 677
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Leo Traders,"Along Lorugum Road, Next To Dial up Safaricom Dealer",0722 376 243
rift valley,Lodwar,",Kenya","Lodwar, Kenya",Philadelphia Shop,"Along Salama Street, Next to Lomo Bookshop",0727 703 100
rift valley,Lolgoria,",Kenya","Lolgoria, Kenya",Abu Dhabi General Stores,"Lolgoria Center,Next to Post Office",0724 777 045
rift valley,Lokichar,",Kenya","Lokichar, Kenya",Downtown Hardware,"Iriir Street, Near Iriir Water Pump",0725 831 334
rift valley,Lokori,",Kenya","Lokori, Kenya",Ewala Enterprices,Along Lokichar Kapedo Road,0711 337 976
rift valley,Longisa,",Kenya","Longisa, Kenya",Santo Solution Longisa,Along Chemaner Route Next To Berur Agrovet.,0722 556 413
rift valley,Lwandeti,",Kenya","Lwandeti, Kenya",Pamoja Supermarket,Lwandeti Centre (Supermarket),0723 107 148
rift valley,Maili Saba,",Kenya","Maili Saba, Kenya",Malibu Collections / M-Pesa,Maili Nane Sibanga Market Kitale off Kitale - Kachibora Road Opposite Kitale Bus Stage,0728 722 246
rift valley,Maili Saba,",Kenya","Maili Saba, Kenya",Cherangany Stores Maili Saba,Maili Saba Kitale along Kitale - Kapenguria - Lodwar Road,0711 109 279
rift valley,Maile Tisa,",Kenya","Maile Tisa, Kenya",Jimmies Enterprises,"Maili Tisa Shopping Centre,Nairobi - Namanga Road, Behind Alamin cafe'",0722 824 866
rift valley,Makutano,",Kenya","Makutano, Kenya",Rotsdam Electrical & M-Pesa Services,Along Kitale - Lodwar Road next Kazeto Resort Main Entrance,0714 550 814
rift valley,Makutano,",Kenya","Makutano, Kenya",The Gilly Carol M-Pesa Phone and Accessories,"Along Makutano-Kacheliba Road,Opposite Sokka House",0723 784 467
rift valley,Makunga,",Kenya","Makunga, Kenya",Mali Mali shop,Makunga Shopping Centre Along Kitale - Webuye Road,0713 533 463
rift valley,Maliki,",Kenya","Maliki, Kenya",Hase Ltd,Hase Building,0725 091 515
rift valley,"Marakwet, Kibugos",",Kenya","Marakwet, Kibugos, Kenya",Washindi M-Pesa Limited,"Kibugos Market, Marakwet West, Along Kapcherop - Cheptonge Road",0723 135 986
rift valley,"Maregut, Barwessa",",Kenya","Maregut, Barwessa, Kenya",Nessman Ent,Along Nginyang Road,0722 406 162
rift valley,Marigat,",Kenya","Marigat, Kenya",Aljazeera Electronics,Next To Kenya Power Lighting Company (KPLC) Marigat Offices,0722 140 169
rift valley,Marigat,",Kenya","Marigat, Kenya",Tumaini Shop,"Along Marigat Highway, Opposite Chemangat Airtel",0726 174 979
rift valley,Matunda,",Kenya","Matunda, Kenya",Danwatts Electrical,Opposite Matunda Main Stage,0725 411 840
rift valley,Mau Narok,",Kenya","Mau Narok, Kenya",Upendo General Shop,Mwisho wa Lami Mau Narok,0720 827 684
rift valley,Mau Narok,",Kenya","Mau Narok, Kenya",Fast Dial Connection,Near Farmers Hotel Opposite Kirinyaga Agrovet,0724 560 205
rift valley,Merewet,",Kenya","Merewet, Kenya",Corner Shop,Opposite Ziwa Market,0725 213 011
rift valley,Misikhu,",Kenya","Misikhu, Kenya",Bukusu Shop,Misikhu Market Opposite Total Petrol Station,0728 102 281
rift valley,Mogotio,",Kenya","Mogotio, Kenya",Obrai Communications,"Mogotio Shopping Centre, Along Nakuru-Marigat Road",0727 715 446
rift valley,Molo,",Kenya","Molo, Kenya",Comlinks Shop,"Along Molo - Olengruone Road, Saptet Shopping Centre",0720 242 830
rift valley,Molol,",Kenya","Molol, Kenya",Salgaa Kiosk,"Molol Center, After Flospar Branch At Nyaru Junction, Off Eldoret - Nyaru Road",0721 883 565
rift valley,Mukuyuni,",Kenya","Mukuyuni, Kenya",Bidii Stores Mukuyuni,"Mount Sinai House,Opposite Mukuyuni Primary School",0712 673 222
rift valley,Mulango,",Kenya","Mulango, Kenya",Eldonyo Hardware,"Along Eldoret - Kisumu Road, Past Eldoret Airport",0720 559 642
rift valley,Mulot,",Kenya","Mulot, Kenya",Monya Com Ltd,Opposite Bomet Stage,0729 151 102
rift valley,Mulot,",Kenya","Mulot, Kenya",Cis-Mara Booksellers Mulot,"Next To Kipsigis Teachers Sacco, At Bomet Stage",0723 441 834
rift valley,Naitiri,",Kenya","Naitiri, Kenya",Manaal Ventures,Naitiri Market,0714 186 048
rift valley,Naivasha,",Kenya","Naivasha, Kenya",Elsam Electronics,"Kariuki Chotara Road, Opposite Kaka Building",0723 449 601
rift valley,Naivasha,",Kenya","Naivasha, Kenya",Fadhili General Shop,"Karagita Market, Moi South Lake Road",0725 739 399
rift valley,Naivasha,",Kenya","Naivasha, Kenya",Safaricom Retail Centre,"At Biashara Plaza, Safaricom Retail Shop",0712 607 025
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Botto Solar Highway,"Section 58,Near Rivanas Petrol station",0722 602 561
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Botto Solar Nakuru,Uchumi Business Centre,0723 769 580
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Kinamba Evans Enterprises,"West Road off Kenyatta Avenue, Kinamba Plaza opposite Valley Hospital",0722 722 378
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Diparis General Shop,"Solai, Kamukunji",0723 735 664
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Esa Cycle Repair and Spare,"Esageri Centre, Eldamaravine Road",0723 221 153
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Copy Max,"Along Geoffery Kamau Road,Opposite Public Works.",0720 367 478
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Telestar Enterprises Ltd,"Moi Road Barmuda Building, Opposite CID Offices",0721 871 504
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Moricho Enterprises,"Nakuru - Eldama Ravine Road, Kampi ya Moto Shopping Centre",0722 575 154
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Safaricom Retail Centre,At Ereto Plaza Next To Biashara Centre,0725 606 488
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Telesonic Limited Electronic,Along Gusii Lane - Care Guest House,0713 224 175
rift valley,Nakuru,",Kenya","Nakuru, Kenya",Height Communication,Near Mburugichua Total Petrol Station,0720 560 191
rift valley,"Nakuru, Londiani",",Kenya","Nakuru, Londiani, Kenya",Prime Phone Enterprise,"At Londiani Shopping Centre, Next To KCB Opposite Elgon View College",0720 105 326
rift valley,Nandi Hills,",Kenya","Nandi Hills, Kenya",Kenhill Phonecare and Electronics,Mugundoi Shopping Centre,0725 555 050
rift valley,Nandi Hills,",Kenya","Nandi Hills, Kenya",Modalic Communication,"Along County Council Road, At Shelangat Road",0721 815 846
rift valley,Nandi Hills,",Kenya","Nandi Hills, Kenya",Sach Asis,Opposite Delta Supermarket,0722 491 738
rift valley,Nangili,",Kenya","Nangili, Kenya",Mobile Village,Opposite Sangálo Plaza,0722 911 996
rift valley,Nanyuki,",Kenya","Nanyuki, Kenya",Safaricom Retail Centre,Next to Nakumatt Supermarket,0720 170 115
rift valley,Nanyuki,",Kenya","Nanyuki, Kenya",Kamwa Hardware,"Near Dondo Stage,At New Market",0721 296 428
rift valley,Narok,",Kenya","Narok, Kenya",Narresho Uniforms -Narok,"Olepolos Street Olmaji Building, Opposite Narok Jambo Studio",0721 468 660
rift valley,Narok,",Kenya","Narok, Kenya",Yamaha General Shop,"Opposite Olkaria Grounds,Near Nomadic Hotel",0725 074 162
rift valley,Narok,",Kenya","Narok, Kenya",Orpopongi Mpesa- Narok,"Opposite Barclays Bank, Next To Mwalimu Plaza Building",0729 165 422
rift valley,Narok,",Kenya","Narok, Kenya",Botto Solar Ltd,"Suswa Commercial Center Building, Behind Mwalimu Plaza",0722 305 270
rift valley,Narok,",Kenya","Narok, Kenya",Centrium Narok,"Oloomiran Stage,Off Central Mulot - Sunset Highway",0725 302 678
rift valley,Narok,",Kenya","Narok, Kenya",Anoland Global Network,"Along Nyawira Road, Near ST. Peters Academy.",0714 300 343
rift valley,Narok,",Kenya","Narok, Kenya",Safaricom Retail Centre,"Along Kisii - Nairobi Road, Next to Cooperative Bank",0710 751 689
rift valley,Narumoru,",Kenya","Narumoru, Kenya",Power Network,"Opposite Joruna Building, Narumoru Shopping Centre",0724 837 787
rift valley,Ndalu,",Kenya","Ndalu, Kenya",Nuru BookShop,At Ndalu Market,0712 896 410
rift valley,Ndalu,",Kenya","Ndalu, Kenya",Bidii Stores,"Ndalu Shopping Centre, along Kitale - Ndalu - Kiminini Road Opposite Flamingo Modern Hardware",0722 224 890
rift valley,"Noiwet, Mogotio",",Kenya","Noiwet, Mogotio, Kenya",Temswo Shop,Noiwet Shopping Centre,0722 378 019
rift valley,Nyahururu,",Kenya","Nyahururu, Kenya",Seed General Shop,"Maili Nne Centre, Along Nyahururu - Maili Nne Road",0722 934 058
rift valley,Nyaru,",Kenya","Nyaru, Kenya",Chrisswill Agencies Nyaru,Nyaru Main Bus Stage,0722 791 417
rift valley,Olenguruone,",Kenya","Olenguruone, Kenya",Comlinks Shop,At Dasline Building,0723 100 520
rift valley,Olenguruone,",Kenya","Olenguruone, Kenya",Baraka Shop Olenguruone,Next to the Cocacola Depot,0720 369 349
rift valley,Oloikirikirai,",Kenya","Oloikirikirai, Kenya",Jays Call Mpesa,"Along Nakuru-Narok road,Next to the Catholic Church",0721 761 247
rift valley,Oloomiran,",Kenya","Oloomiran, Kenya",Centrium Communication Ltd,At the Stage Off Central Mulot - Sunset Highway,0725 302 678
rift valley,Serem,",Kenya","Serem, Kenya",Cabrim Ent Ltd,"Serem Center,Next to Tel avîv bar",0722 154 228
rift valley,Sigor,",Kenya","Sigor, Kenya",Chomosir Auto Spares,Along Kitale - Sigor Road,0717 006 845
rift valley,Sikhendu,",Kenya","Sikhendu, Kenya",Ahsande Stores,Next to Post Bank Kitale - Webuye Road,0724 277 685
rift valley,Sinoko,",Kenya","Sinoko, Kenya",Roho Safi General stores,"Near St. Paul High School,200km to his shop,Next to Hutu Bora Posho Mill",0700 445 130
rift valley,Sironoi,",Kenya","Sironoi, Kenya",Sironoi General Shop,"Along Kabiyet Road, Sironoi Shopping Centre",0727 498 605
rift valley,Sosiot,",Kenya","Sosiot, Kenya",Extranet Systems Sosiot,Opposite Kericho Stage,0715 328 834
rift valley,Subukia,",Kenya","Subukia, Kenya",Height Communication Ltd-Subukia,Opposite Main Stage Near Petrol Station,0711 473 524
rift valley,Subukia,",Kenya","Subukia, Kenya",Mwika Garmet- Subukia,"Sokoni Road, Opposite Subukia Primary School",0723 386 411
rift valley,Sunset Mulot,",Kenya","Sunset Mulot, Kenya",Anoland Global Networks Ltd Bomet,"Jamii Dogo Building,Opposite Main Stage",0715 781 920
rift valley,Sotik,",Kenya","Sotik, Kenya",Mobitec Communication Ltd Sotik,Kongasis Building,0721 938 100
rift valley,Sotik,",Kenya","Sotik, Kenya",Jozelene Electricals Supplies,Opposite Kenya Credit Traders Limited,0720 875 778
rift valley,"Tambach, Iten",",Kenya","Tambach, Iten, Kenya",Kipkaa Retail Shop,Tambach Centre Next To Equity Building,0701 301 625
rift valley,Tugen Estate,",Kenya","Tugen Estate, Kenya",Salsa Communications,Along Iten - Moiben Road,0721 912 351
rift valley,Turbo,",Kenya","Turbo, Kenya",Neighbours Ltd,"Along Eldoret - Webuye Road, Opposite Kogo Plaza",0722 998 498
rift valley,Turbo,",Kenya","Turbo, Kenya",Okoa Motorbike,Near National Petrol Station,0728 599 051
rift valley,Webuye,",Kenya","Webuye, Kenya",Muchai Sango,Sango Junction To Webuye,0724 091 777
rift valley,West Pokot,",Kenya","West Pokot, Kenya",Branded Communication Agency Ltd West Pokot,"Makutano Market West Pokot,next to Food Bank Hotel",0726 783 671
rift valley,Ziwa,",Kenya","Ziwa, Kenya",Mosco Enterprises,Ziwa Sirikwa Shopping Centre,0720 643 816
western,Bungoma,",Kenya","Bungoma, Kenya","M-KOPA, Cheptais Shalom General Shop","Chaptais Market, Chwele-Lwakhakha-Chepkube-Kapkoto Junction",0724 021 909
western,Kakamega,",Kenya","Kakamega, Kenya","M-KOPA,Kakamega- Mara Super Market","Mara Super-Market, opposite total petrol station, along Kakamega - Kisumu Rd. In Majengo Town.",0724 021 929
western,Kakamega,",Kenya","Kakamega, Kenya","M-KOPA,Kamukuywa Wefwe Chemist",Kamukuywa market center,0710 918 801
western,Butere,",Kenya","Butere, Kenya","M-KOPA,Butere Brital Shine Investments Ltd",Butere town along Manyulia Road,0710 919 285
western,Chwele,",Kenya","Chwele, Kenya","M-KOPA, Chwele - New fancy store",Fancy Supermarket market next to the Matatu stage-Chwele Main Market,0708 086 586
western,Webuye,",Kenya","Webuye, Kenya","M-KOPA, Kenya farmers association (Webuye)","Webuye town, Near Kenya women Bank",0708 086 581
western,Kakamega,",Kenya","Kakamega, Kenya","M-KOPA, Simnet communication","Opposite Muliro garden, next to Ambwere blue building or opposite Somken petrol station",0708 086 575
western,Busia,",Kenya","Busia, Kenya","M-KOPA, Busia - Nilla communications","Adjacent to Co-op bank, Along Busia-Kisumu Highway",0708 086 606
western,Bungoma,",Kenya","Bungoma, Kenya","M-KOPA, Bungoma - bungoma chemist",Directly opposite post bank,0706 288 540
western,Bumala,",Kenya","Bumala, Kenya","M-KOPA, Tai communication Ltd",Bumala Town Along Kisumu-Busia Highway.,0708 086 533
western,Mumias,",Kenya","Mumias, Kenya","M-KOPA, Mumias- Mama watoto S/Mkt",Opp Main stage next to Easy coach on Mama Watoto supermarket.,0708 086 602
western,Adungosi,",Kenya","Adungosi, Kenya",Atomix Shop,"Along Malaba busia Highway, Directly Opposite Alupe Hospital next to Chakoli School",0722 430 412
western,Bungoma,",Kenya","Bungoma, Kenya",Weyeta Clinic,Chwele Market Near the Post Office,0723 505 578
western,Bungoma,",Kenya","Bungoma, Kenya",Safaricom Retail Centre,Along Moi Avenue Street Next Diamond Trust Bank,0724 360 294
western,Bungoma,",Kenya","Bungoma, Kenya",Bungoma Chemist,"Bungoma Town, Opposite National bank",0722 530 470
western,Bungoma,",Kenya","Bungoma, Kenya",Everbest Retail Shop,"Mama Fanta Street, Near Tete Bar",0716 033 627
western,Bungoma,",Kenya","Bungoma, Kenya",Jueva Shop,At Bus Park Stage Opposite Keringet Hotel,0724 941 889
western,Butula,",Kenya","Butula, Kenya",Tazer Shop,"Along Busia-Bumala road,At the junction to Butula Mission Hospital",0726 074 822
western,Busia,",Kenya","Busia, Kenya",Jaspa Chemist,Next To John Studio,0722 384 114
western,Busia,",Kenya","Busia, Kenya",Lightening Bolt Ltd-Budalangi,"Mau Mau,Main Stage,Near Cocacola container",0722 318 603
western,Busia,",Kenya","Busia, Kenya",Tesia Supermarkets,"Customs Road,Tesia Building",0725 126 612
western,Chemelil,",Kenya","Chemelil, Kenya",Axiom Shop,"Chemelil Roundabout Centre, Opposite Supermarket Connection",0725 323 495
western,Chemelil,",Kenya","Chemelil, Kenya",Fidel Shop,"Chemelil Market,Near The Entrance",0723 096 694
western,Ilingu,",Kenya","Ilingu, Kenya",Nadejoy Enterprise,"Next To Pentagon, Along Chevakali - Kisumu Road",0722 145 520
western,Kakamega,",Kenya","Kakamega, Kenya",Safaricom Retail Centre,Along Conan Awori Street Next Equitorial Commecial Bank,0721 575 327
western,Kakamega,",Kenya","Kakamega, Kenya",Muluhya Traders,"Bushiri Shopping Centre,Near Bushiri Health Centre",0720 846 101
western,Kakamega,",Kenya","Kakamega, Kenya",Platoon Mobile Center,Next to Total Petrol Station,0728 488 444
western,Kakamega,",Kenya","Kakamega, Kenya",Aquaice Vision,"Noor Plaza 2nd Floor, Opposite Somken Petrol Station",0722 886 681
western,Kakamega,",Kenya","Kakamega, Kenya",Jossy Traders,"Navakholo Centre,Near Stage",0721 677 039
western,Kakamega,",Kenya","Kakamega, Kenya",Lilian Kageha shop - Kakamega,Opposite Old Mama Watoto Supermarket,0722 514 631
western,Kakamega,",Kenya","Kakamega, Kenya",Nayan Ltd,Along Kenyatta Avenue,0720 600 521
western,Kakamega,",Kenya","Kakamega, Kenya",Lucheho Shop,"Kambi ya Mwanza Shopping Centre, Near The Post Office",0722 569 193
western,Khwisero,",Kenya","Khwisero, Kenya",Maco Gen Shop,Opposite Khwisero Post Office,0723 334 197
western,Khwisero,",Kenya","Khwisero, Kenya",Homeways Enterprises,Next to Sofia Bar,0720 381 587
western,"Lugari, Panpaper",",Kenya","Lugari, Panpaper, Kenya",Kwetu General Store,Pan Paper Shopping Centre (Equity Agent),0722 278 714
western,Malaba,",Kenya","Malaba, Kenya",Tesia Supermarkets,Next to Tjjo Oil Libya,0706 361 186
western,Malaba,",Kenya","Malaba, Kenya",Reda Bookshop,Angurai Market,0724 396 179
western,Malaba,",Kenya","Malaba, Kenya",Magharibi Beauty Shop,"Near Magharibi Petrol Stations, Next To Co-perative Bank, Uganda Road",0728 776 944
western,Malaba,",Kenya","Malaba, Kenya",Mursperb phones and electronics,Opposite Domain Self Selection Shop,0722 310 074
western,Malaba,",Kenya","Malaba, Kenya",Kangwa Investments,"Main Stage,Oppossite Stage Shop",0725 160 838
western,Malava,",Kenya","Malava, Kenya",Jomose Shop,Near The Main Stage of Samiesi,0727 521 108
western,Matete,",Kenya","Matete, Kenya",Mateva Shop,Along Webuye - Kakamega Road,0722 335 474
western,Sabatia,",Kenya","Sabatia, Kenya",Glory to God Enterprises,"Mudete Centre,Near Bus Stage.",0711 504 197
western,Shamakhokho,",Kenya","Shamakhokho, Kenya",Ndori Posho Mill,Along Shamakhokho-Serem road,0710 820 836
western,Vihiga,",Kenya","Vihiga, Kenya",Mungoma Communications,Bukuga Market,0725 024 050
western,Webuye,",Kenya","Webuye, Kenya",Neo Web Technologies,Opposite Tristar Petrol Station,0724 363 308
western,Webuye,",Kenya","Webuye, Kenya",Ramesh Shah Supermarket,"Main Street Webuye, Opposite Webuye School Uniforms",0722 574 602
western,Webuye,",Kenya","Webuye, Kenya",Wabros Studios Webuye,Along Nyange Street,0722 596 604
